C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_15_793.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_15_793.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_15_793.jpg,0,0,0,3.466873E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_15_864.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_15_864.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_15_864.jpg,0,0,0,5.195354E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_15_932.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_15_932.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_15_932.jpg,0,0,0,6.657444E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_002.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_002.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_002.jpg,0,0,0,1.377328E-05
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_074.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_074.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_074.jpg,0,0,0,4.680589E-07
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_144.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_144.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_144.jpg,0,0,0,4.598405E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_212.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_212.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_212.jpg,0,0,0,6.954901E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_287.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_287.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_287.jpg,0,0,0,3.935089E-06
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_355.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_355.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_355.jpg,0,0,0,2.824329E-07
C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\center_2025_07_14_16_40_16_427.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\left_2025_07_14_16_40_16_427.jpg,C:\Users\YASEEN ALI GAZI\OneDrive\Desktop\Project Self Driving Car\IMG\right_2025_07_14_16_40_16_427.jpg,0,0,0,1.247376E-05
